Course ID,Title,Short Intro,Category,Sub-Category,Course Type,Language,Skills,Instructors,Rating,Number of viewers,Site,Subtitle_language_count,Duration in hours,count of column,,
58,Business Strategy Specialization,Steer Your Business to Success. Generate value and demonstrate global impact in four courses. ,Business,Business Strategy,Specialization,English,"StrategicAnalysis,StrategicManagement,StrategicThinking,BusinessStrategy,CapabilitiesAnalysis,CompetitivePosition,IndustryStructure,businesscompetition,MergersAndAcquisitions(M&A),innovationstrategy,growthstrategy,StrategyImplementation,","Michael Lenox ,Jared Harris ,Scott Snell ,",4.8,2524,Coursera,11,360,12,,
59,Applied Data Science with Python Specialization,"Gain new insights into your data  . Learn to apply data science methods and techniques, and acquire analysis skills.",Data Science,Data Analysis,Specialization,English,"TextMining,PythonProgramming,Pandas,Matplotlib,Numpy,DataCleansing,DataVirtualization,DataVisualization(DataViz),MachineLearning(ML)Algorithms,MachineLearning,Scikit-Learn,NaturalLanguageToolkit(NLTK),","Christopher Brooks ,Kevyn Collins-Thompson ,V. G. Vinod Vydiswaran ,Daniel Romero ,",4.5,25522,Coursera,11,300,12,,
60,Human Resource Management: HR for People Managers Specialization,"Become a better manager of people. Develop strategies and skills for hiring, managing performance, and rewarding employees.",Business,Business Strategy,Specialization,English,"PerformanceManagement,interviewing,HumanResources(HR),Onboarding,managingpeople,ResourceManagement,HrStrategy,Recruiting,Recruitment,PerformanceAppraisal,OrganizationalCulture,Incentive,","John W. Budd ,Amy Simon ,Stacy Doepner-Hove ,Larry Bourgerie ,Alan Benson ,Mike Davis ,",4.8,10827,Coursera,10,360,12,,
61,Achieving Personal and Professional Success Specialization,"Learn How to Maximize Your Potential. Define Success, Communicate Effectively, and Use Influence to Accomplish Personal and Career Goals ",Personal Development,Personal Development,Specialization,English,"goalsetting,Happiness,PersonalityDevelopment,PersonalDevelopment,Communication,Negotiation,Deception,","Richard Shell ,Maurice Schweitzer ,Stewart D.  Friedman ,Cade Massey ,",4.7,2296,Coursera,14,240,7,,
62,Regulatory Compliance Specialization,Learn to create a culture of compliance. Master the strategies for building an effective compliance program to manage risk,Business,Business Essentials,Specialization,English,"RiskManagement,BusinessStrategy,Compliance,HumanResourcesManagement,BrandManagement,StrategicPlanning,Management,OrganizationalBehavior,InformationPrivacy,DataManagement,PrivacyCompliance,OperationsManagement,","Andrew Kandel ,Lauren Steinfeld ,",4.8,1789,Coursera,7,240,12,,
63,"TESOL Certificate, Part 1: Teach English Now! Specialization","TESOL Certificate, Part 1: Teach English Now!. Learn theory and the practical strategies of English as a Second Language teaching.",Language Learning,Learning English,Specialization,English,"Education,OnlineLearning,","Emilia Gracia ,Dr. Justin Shewell ,Andrea Mürau Haraway ,Dr. Shane Dixon ,Jessica Cinco ,",4.9,9201,Coursera,14,360,2,,
64,Financial Engineering and Risk Management Specialization,Advance Your Knowledge in Financial Engineering . Build the fundamentals and technical skills in financial engineering,Business,Finance,Specialization,English,"QuantitativeAnalysis,AssetAllocation,AlgorithmicTrading,PortfolioOptimization,MathematicalFinance,Derivatives,Swapsandoptions,FixedIncome,BinomialDistribution,blackscholesmodel,modelcalibration,modelingandpricingCreditDefaultSwaps,","Garud Iyengar ,Ali Hirsa ,Martin Haugh ,",4.5,145,Coursera,2,420,12,,
65,UI / UX Design Specialization,"Design High-Impact User Experiences. Research, design, and prototype effective, visually-driven websites and apps. ",Arts and Humanities,Music and Art,Specialization,English,"WebsiteWireframe,strategy,UserInterfaceDesign(UIDesign),UserExperience(UX),UserResearch,GraphicDesign,AdobeXD,AdobeIllustrator,InVision,Marvel,AdobeIndesign,Treejack,","Michael Worthington ,Roman Jaster ,",4.7,6349,Coursera,9,240,12,,
66,"Product Ideation, Design, and Management Specialization","Learn to discover, design, and deliver products that customers love.",Business,Marketing,Specialization,English,"ProductDevelopment,Ideation,ProductManagement,productdesign,Innovation,MarketAnalysis,Entrepreneurship,CompetitiveAnalysis,CustomerDevelopment,Marketing,Leadership,UserExperience(UX),","Dr. James V. Green ,Cait von Schnetlage ,Michael R. Pratt ,",4.5,237,Coursera,5,300,12,,
67,Financial Analysis - Skills for Success Specialization,Prepare for a career in financial analysis. Gain a wholistic understanding of organizational finance and apply an analytical mindset toward financial statement analysis and organizational decision-making.,Business,Finance,Specialization,English,"Accounting,ScenarioAnalysis,financialstatementanalysis,StrategicManagement,Finance,Risk,FinancialAnalysis,FinancialStatement,Planning,Decision-Making,DataAnalysis,Budget,","Gies College of Business, University of Illinois ,",4.6,65,Coursera,1,180,12,,
68,Creative Writing Specialization,Craft Your Story Like the Great Writers. Craft an original story that will absorb a reader’s interest from the beginning to end.,Arts and Humanities,Music and Art,Specialization,English,"ShortStoryWriting,FictionWriting,Creativity,CopyEditing,","Brando Skyhorse ,Amy Bloom ,Amity Gaige ,Salvatore Scibona ,",4.7,4819,Coursera,12,360,4,,
69,Data Structures and Algorithms Specialization,"Master Algorithmic Programming Techniques. Advance your Software Engineering or Data Science Career by Learning Algorithms through Programming and Puzzle Solving. Ace coding interviews by implementing each algorithmic challenge in this Specialization. Apply the newly-learned algorithmic techniques to real-life problems, such as analyzing a huge social network or sequencing a genome of a deadly pathogen. ",Computer Science,Algorithms,Specialization,English,"Debugging,SoftwareTesting,Algorithms,DataStructure,ComputerProgramming,DynamicProgramming,BinarySearchTree,PriorityQueue,HashTable,Stack(AbstractDataType),List,GraphTheory,","Neil Rhodes ,Daniel M Kane ,Michael Levin ,Michael Levin ,Pavel  Pevzner ,Alexander S. Kulikov ,",4.6,12782,Coursera,9,480,12,,
70,Software Product Management Specialization,Create Better Software using Agile Practices. Master Agile development and effective interactions to drive the making of great software products,Computer Science,Design and Product,Specialization,English,"SoftwareRequirements,ProductManagement,Scrum,agile,ProjectManagement,AgileSoftwareDevelopment,SoftwareProductManagement,SoftwareProjectManagement,LeanSoftwareDevelopment,SoftwareDevelopmentProcess,Scrum(SoftwareDevelopment),UserStory,","Kenny Wong ,",4.7,8428,Coursera,13,360,12,,
71,Foundations of Management Specialization,Boost Your Career with New Business Knowledge . Master Business Management Fundamentals,Business,Leadership and Management,Specialization,English,"Accounting,Leadership,Finance,Marketing,FinancialAccounting,FinancialStatement,BalanceSheet,DupontAnalysis,ManagementAccounting,BusinessAnalysis,ManagementStyles,Management,","Marc Badia ,Miguel Antón ,Mario Capizzani ,Anneloes Raes ,Carlos García Pont ,",4.7,1801,Coursera,11,360,12,,
72,Genomic Data Science Specialization,Be a next generation sequencing data scientist.. Master the tools and techniques at the forefront of the sequencing data revolution.,Data Science,Data Analysis,Specialization,English,"Bioinformatics,Statistics,DataScience,ComputationalBiology,Biopython,PythonProgramming,Genomics,BioinformaticsAlgorithms,Algorithms,AlgorithmsOnStrings,Samtools,Unix,","Steven Salzberg, PhD ,Jeff Leek, PhD ,Mihaela Pertea, PhD ,Ben Langmead, PhD ,Jacob Pritt ,Liliana Florea, PhD ,Kasper Daniel Hansen, PhD ,",4.4,5102,Coursera,10,360,12,,
73,Methods and Statistics in Social Sciences Specialization,"Critically Analyze Research and Results Using R. Learn to recognize sloppy science, perform solid research and do appropriate data analysis.",Social Sciences,Governance and Society,Specialization,English,"Statistics,StatisticalInference,RProgramming,QualitativeResearch,ConfidenceInterval,StatisticalHypothesisTesting,RegressionAnalysis,AnalysisOfVariance(ANOVA),","Annemarie Zand Scholten ,Gerben Moerman ,Matthijs Rooduijn ,Emiel van Loon ,",4.6,3953,Coursera,10,600,8,,
74,"NoSQL, Big Data, and Spark Foundations Specialization","Springboard your Big Data career. Master fundamentals of NoSQL, Big Data, and Apache Spark with hands-on job-ready skills in machine learning and data engineering. ",Information Technology,Data Management,Specialization,English,"ApacheHadoop,Mongodb,BigData,ApacheSpark,NoSQLDatabases,NoSQL,CloudDatabase,Cloudant,Cassandra,SparkSQL,SparkML,","Rav Ahuja ,Ramesh Sannareddy ,Steve Ryan ,Karthik Muthuraman ,Aije Egwaikhide ,Romeo Kienzler ,",4.3,102,Coursera,1,240,11,,
75,Think like a CFO Specialization,,Business,Finance,Specialization,English,"FinancialAccounting,Accounting,FinancialStatement,BalanceSheet,DupontAnalysis,ManagementAccounting,BusinessAnalysis,Finance,CorporateFinance,FinancialRisk,Evaluation,Investment,","Marc Badia ,Miguel Antón ,Javier Estrada ,",4.8,518,Coursera,12,360,12,,
76,TensorFlow: Advanced Techniques Specialization,Expand your skill set and master TensorFlow. Customize your machine learning models through four hands-on courses! ,Data Science,Machine Learning,Specialization,English,"ModelInterpretability,CustomTrainingLoops,CustomandExoticModels,GenerativeMachineLearning,ObjectDetection,FunctionalAPI,CustomLayers,CustomandExoticModelswithFunctionalAPI,CustomLossFunctions,DistributionStrategies,BasicTensorFunctionality,GradientTapeforOptimization,","Laurence Moroney ,Eddy Shyu ,",4.8,1157,Coursera,1,300,12,,
77,"Data Engineering, Big Data, and Machine Learning on GCP Specialization",Data Engineering on Google Cloud. Launch your career in Data Engineering. Deliver business value with big data and machine learning.,Data Science,Machine Learning,Specialization,English,"Tensorflow,Bigquery,GoogleCloudPlatform,CloudComputing,","Google Cloud Training ,",4.6,12174,Coursera,5,240,4,,
78,Mathematics for Machine Learning Specialization, Mathematics for Machine Learning. Learn about the prerequisite mathematics for applications in data science and machine learning ,Data Science,Machine Learning,Specialization,English,"EigenvaluesAndEigenvectors,PrincipalComponentAnalysis(PCA),MultivariableCalculus,LinearAlgebra,Basis(LinearAlgebra),TransformationMatrix,LinearRegression,VectorCalculus,GradientDescent,DimensionalityReduction,PythonProgramming,","David Dye ,Samuel J. Cooper ,A. Freddie Page ,Marc Peter Deisenroth ,",4.6,12121,Coursera,10,240,11,,
79,Modern and Contemporary Art and Design Specialization,"Explore Art and Ideas of Our Time. Develop a deeper understanding of artists’ and designers’ processes, and gain confidence in looking at and talking about art.",Arts and Humanities,Music and Art,Specialization,English,"Photography,Design,Art,History,Museums,Creativity,ArtHistory,ArtDirection,","Lisa Mazzola ,Sarah Meister ,Lucy Gallun ,Sophie Cavoulacos ,Sean Anderson ,Arièle Dionne-Krosnick ,Erica Papernik-Shimizu ,Christian Rattemeyer ,Paola Antonelli ,Michelle Millar Fisher ,Stephanie Kramer ,Anna Burckhardt ,",4.8,2112,Coursera,15,420,8,,
80,Agile Development Specialization,Drive to Value with Agile Methods . Master an adaptive approach to product development,Computer Science,Design and Product,Specialization,English,"hypothesis-drivendevelopment,DesignThinking,UserExperience(UX),agile,LeanStartup,agileuserstories,UserExperienceDesign(UXD),AgileSoftwareDevelopment,ProductManagement,SoftwareDevelopment,UsabilityTesting,ContinuousDelivery,","Alex Cowan ,",4.7,2736,Coursera,9,240,12,,
81,Career Success Specialization,Build Essential Skills for the Workplace. Improve your employability and advance in today’s dynamic workforce.,Business,Business Essentials,Specialization,English,"ProjectManagement,InformationTechnology(IT)Management,Communication,Negotiation,Leadership,TeamManagement,TaskManagement,Management,Planning,Plan,Accounting,FinancialRatio,","Rob Stone, PMP, M.Ed. ,Margaret  Meloni,  MBA, PMP ,David Standen, MBA ,Diane Spiegel ,Sue Robins, M.S. Ed. ,  Dave Nagy ,Patricia  Bravo, MBA, SPHR  ,",4.6,14003,Coursera,21,660,12,,
82,U.S. Federal Taxation Specialization,U.S. Federal Taxation of Individuals & Businesses. Learners will develop knowledge in U.S. federal taxation as applied to individuals and businesses. ,Business,Business Essentials,Specialization,English,"Depreciation,FederalTaxReturns,TaxLaw,","Matthew Hutchens ,Michael P Donohoe, PhD, CPA ,",4.8,629,Coursera,9,540,3,,
83,The Business of Music Production Specialization,Become a Business-Savvy Music Producer. Gain the knowledge and skills you need to launch your career as a music producer.,Arts and Humanities,Music and Art,Specialization,English,"Copyright,Musicproduction,Contracts,ProTools,Musicrecording,Musicbusiness,Revenuestreams,Teambuilding,AudioProduction,Music,Songwriting,Createmusiclegally,","John P. Kellogg, Esq. ,Stephen Webber ,Dr. E. Michael Harrington ,Chrissy Tignor ,",4.9,563,Coursera,1,240,12,,
84,The Business of Health Care Specialization,Advance your career in health care management. Develop business skills and understand the American health care system to improve cost and quality.,Health,Healthcare Management,Specialization,English,"Insurance,HealthEconomics,","Richard Lambert ,Christopher D. Ittner ,Ezekiel J. Emanuel, MD, PhD ,Guy David, PhD ,Michael Useem ,Peter Cappelli ,Christian Terwiesch ,Amol S. Navathe, MD, PhD ,David A. Asch, MD, MBA ,Roy Rosin, MBA ,Kevin Volpp, MD, PhD ,",4.6,1223,Coursera,5,240,2,,
85,Practical Data Science on the AWS Cloud Specialization,Become a cloud data science expert. Develop and scale your data science projects into the cloud using Amazon SageMaker,Data Science,Machine Learning,Specialization,English,"NaturalLanguageProcessingwithBERT,MLPipelinesandMLOperations(MLOps),A/BTestingandModelDeployment,DataLabelingatScale,AutomatedMachineLearning(AutoML),StatisticalDataBiasDetection,Multi-classClassificationwithFastTextandBlazingText,Dataingestion,ExploratoryDataAnalysis,MLPipelinesandMLOps,ModelTrainingandDeploymentwithBERT,ModelDebuggingandEvaluation,","Antje Barth ,Shelbee Eigenbrode ,Sireesha Muppala ,Chris Fregly ,",4.6,438,Coursera,1,180,12,,
86,Risk Management Specialization,Enhance Your Skills in Risk Management. Understand the theory and practice of risk management and the expected results from a successful risk management process.,Business,Finance,Specialization,English,"CreditRiskMeasurementandManagement,ApplicationofFinancialStatisticsandProbability,MarketRiskMeasurementandManagement,OperationalRiskMeasurementandManagement,RiskManagement,FinancialRisk,LeadershipandFinancialRiskEstimationandManagement,Regulations,CreditAnalysis,FinancialAnalysis,creditrisk,MarketRiskManagement,","Joseph Iraci ,Jack Farmer ,Tracy Williams ,",4.7,303,Coursera,1,360,12,,
87,Music Production Specialization,Develop Your Creativity as a Music Producer . Learn the art and technology of music production to create professional music compositions.,Arts and Humanities,Music and Art,Specialization,English,"AudioRecording,Music,Musicproduction,SoundDesign,AudioEditing,AudioProduction,Songwriting,Musicrecording,MIDI,ProTools,musicediting,Musicmixing,","Stephen Webber ,Loudon Stearns ,Chrissy Tignor ,",4.8,1759,Coursera,4,300,12,,
88,Google Cloud Database Engineer Specialization,Advance your cloud career in database engineering,Information Technology,Cloud Computing,Specialization,English,"CloudPlatforms,CloudStorage,GoogleCloudPlatform,GoogleComputeEngine,GoogleAppEngine(GAE),CloudComputing,MySQL,cloudsql,SQLOperations,Database(DBMS),DataManagement,Postgresql,","Google Cloud Training ,",4.7,99,Coursera,6,420,12,,
